x @  cent_trace_len @  decent_trace_len @  odecent_trace_len @  cent_num_mess @  decent_num_mess @  odecent_num_mess @  cent_size_mess @  decent_size_mess @  odecent_size_mess @  cent_nb_progressions @  decent_nb_progressions @  odecent_nb_progressions @  formula @  trace
2 @ 5 @ 6 @ 5 @ 12 @ 2 @ 0 @ 1. @ 0.93 @ 0. @ 15 @ 25 @ 15 @ Glob (Neg (Var "c")) @ { | | } ; {a| | } ; { | | } ; { | | } ; {a| |c} ; { | |c} ; {a|b| } ; { | | } ; { |b| } ; {a| | } ; {a|b|c} ; {a| |c} ; {a| |c} ; {a| |c} ; {a|b|c} ; {a| | } ; {a|b|c} ; {a| | } ; { | |c} ; { |b|c} ; {a| |c} ; {a| | } ; {a| | } ; {a|b| } ; { | |c} ; {a| | } ; {a|b|c} ; {a| | } ; {a| |c} ; {a| | } ; {a|b|c} ; {a|b|c} ; { |b| } ; { | | } ; { |b|c} ; {a| |c} ; { |b| } ; { | | } ; { |b| } ; {a|b| } ; {a| | } ; {a| |c} ; {a|b|c} ; { |b| } ; {a|b| } ; { | |c} ; { |b|c} ; { |b|c} ; { |b| } ; { | |c} ; {a| | } ; {a|b|c} ; {a|b|c} ; {a|b|c} ; {a|b| } ; { | |c} ; {a|b|c} ; { |b| } ; {a| | } ; { | |c} ; { |b|c} ; {a| | } ; {a| | } ; {a|b|c} ; {a|b|c} ; { |b| } ; { | |c} ; { | | } ; { | | } ; {a|b|c} ; { |b|c} ; { |b|c} ; { |b|c} ; { | | } ; { |b|c} ; {a|b|c} ; {a|b| } ; {a| | } ; { | |c} ; { |b|c} ; { | | } ; {a|b| } ; { |b|c} ; {a| |c} ; { | |c} ; { |b| } ; {a| | } ; { |b|c} ; {a| | } ; {a| | } ; {a|b| } ; { | | } ; { |b| } ; {a|b|c} ; { |b|c} ; { |b|c} ; {a|b|c} ; {a|b| } ; {a|b|c} ; { | |c} ; {a|b| }
2 @ 8 @ 9 @ 8 @ 21 @ 2 @ 0 @ 1. @ 0.58 @ 0. @ 24 @ 40 @ 24 @ Glob (Neg (Var "b")) @ {a| | } ; { | |c} ; {a| |c} ; { | | } ; { | | } ; { | |c} ; { | |c} ; {a|b| } ; {a| | } ; { |b|c} ; {a| |c} ; { | |c} ; {a|b| } ; {a| |c} ; {a| |c} ; { | |c} ; { |b| } ; {a|b| } ; {a| | } ; {a|b|c} ; { |b| } ; { | | } ; {a| |c} ; {a|b|c} ; {a|b|c} ; { |b| } ; {a|b|c} ; {a|b| } ; { |b|c} ; {a|b|c} ; { | |c} ; { |b| } ; { | | } ; { | |c} ; { | |c} ; {a| |c} ; {a|b| } ; {a|b| } ; {a|b| } ; { |b|c} ; { |b|c} ; { |b|c} ; { | | } ; { |b| } ; {a| |c} ; { | |c} ; { | |c} ; { |b| } ; {a| |c} ; {a| |c} ; {a| |c} ; {a| | } ; {a|b| } ; {a| | } ; { | | } ; { |b|c} ; {a|b| } ; { | | } ; { | | } ; {a|b| } ; { | | } ; { |b|c} ; { | |c} ; { | |c} ; { | |c} ; {a|b| } ; {a|b| } ; {a|b| } ; { | | } ; { | |c} ; {a| | } ; {a|b| } ; {a|b|c} ; {a| | } ; { | | } ; { |b|c} ; { |b|c} ; {a|b| } ; { | | } ; {a| | } ; { |b| } ; {a|b|c} ; { | |c} ; { | | } ; {a|b|c} ; {a|b|c} ; { |b| } ; { | | } ; { |b|c} ; { | | } ; { | | } ; { |b|c} ; { |b|c} ; {a|b| } ; { |b| } ; { |b| } ; { |b| } ; {a| | } ; {a|b| } ; { | | } ; { |b| }
2 @ 7 @ 8 @ 7 @ 18 @ 2 @ 0 @ 1. @ 0.76 @ 0. @ 39 @ 58 @ 39 @ Ev (Next (Var "b")) @ { | | } ; {a| |c} ; { | |c} ; {a| |c} ; { | |c} ; { | |c} ; {a|b|c} ; { | | } ; {a|b| } ; { |b| } ; {a|b| } ; { |b| } ; { |b|c} ; { | | } ; {a| | } ; { | | } ; {a|b|c} ; {a| | } ; { | |c} ; { | |c} ; {a|b| } ; {a|b| } ; {a|b|c} ; {a| |c} ; { | | } ; { |b| } ; { |b| } ; {a|b|c} ; { | | } ; {a| | } ; {a| |c} ; { | | } ; {a| |c} ; {a|b|c} ; { |b| } ; { |b| } ; {a|b| } ; {a|b|c} ; {a| |c} ; { | | } ; {a| |c} ; { |b| } ; { |b|c} ; {a| |c} ; { | | } ; { | | } ; {a| | } ; { |b| } ; { |b|c} ; { |b| } ; {a|b|c} ; {a| |c} ; { |b| } ; {a|b|c} ; { |b| } ; { |b|c} ; {a| | } ; {a| | } ; {a|b|c} ; {a| | } ; {a|b| } ; { | | } ; {a|b| } ; { | | } ; { |b|c} ; { |b|c} ; {a| | } ; { | | } ; {a|b| } ; { |b|c} ; { |b|c} ; {a| |c} ; {a|b| } ; { |b| } ; {a| | } ; { |b|c} ; { |b|c} ; { | | } ; { | |c} ; {a|b| } ; { |b| } ; { |b| } ; {a|b| } ; {a|b|c} ; {a|b| } ; { |b| } ; {a|b| } ; {a| |c} ; {a|b|c} ; {a|b| } ; {a| | } ; { | |c} ; {a|b| } ; {a|b| } ; {a|b|c} ; { |b|c} ; {a| |c} ; { | | } ; {a| | } ; {a|b|c} ; { |b| }
2 @ 21 @ 23 @ 22 @ 60 @ 10 @ 21 @ 1. @ 1.1 @ 2.76 @ 105 @ 183 @ 128 @ Ev (And (Var "a", Var "b")) @ { | |c} ; {a| |c} ; { |b| } ; { |b| } ; {a| |c} ; { |b| } ; { | |c} ; { |b|c} ; { |b| } ; {a| |c} ; { | | } ; {a| | } ; { |b| } ; {a| |c} ; {a| |c} ; { | | } ; {a| |c} ; { | |c} ; { |b|c} ; { |b|c} ; {a|b|c} ; {a|b|c} ; { |b|c} ; { |b|c} ; {a| | } ; { |b| } ; { | |c} ; {a|b|c} ; { |b| } ; {a|b|c} ; { |b|c} ; { |b|c} ; { |b| } ; {a|b| } ; {a|b|c} ; { | |c} ; { |b| } ; { |b|c} ; {a| | } ; { | | } ; {a|b|c} ; { |b| } ; {a|b|c} ; {a|b|c} ; {a| |c} ; { |b| } ; {a| | } ; { |b| } ; {a| | } ; { | | } ; { |b| } ; { | |c} ; { |b| } ; {a|b| } ; {a|b|c} ; { | | } ; {a|b| } ; { |b| } ; { |b| } ; { | |c} ; {a| |c} ; { |b|c} ; {a| |c} ; { |b| } ; {a|b| } ; { | | } ; { |b| } ; {a| |c} ; { | |c} ; {a| | } ; {a| |c} ; { |b|c} ; {a|b|c} ; { |b|c} ; {a| | } ; { |b| } ; {a|b|c} ; {a| |c} ; {a| |c} ; {a| | } ; {a|b| } ; {a|b| } ; {a| | } ; {a|b| } ; { | | } ; { |b| } ; { |b|c} ; {a|b|c} ; { |b| } ; {a|b| } ; { | |c} ; {a|b| } ; {a|b|c} ; { |b| } ; { |b|c} ; {a|b|c} ; { |b| } ; {a| | } ; { | |c} ; { |b| } ; {a| |c}
2 @ 7 @ 8 @ 7 @ 18 @ 8 @ 8 @ 1. @ 10.52 @ 2.66 @ 72 @ 300 @ 97 @ And (Or (Neg (Until (Var "a", Var "c")), Ev (Var "c")), Or (Glob (Neg (Var "c")), Until (Var "a", Var "c"))) @ {a|b| } ; {a| | } ; { | | } ; { | | } ; {a| | } ; {a|b| } ; { | |c} ; { | |c} ; {a|b| } ; { |b|c} ; { |b|c} ; { |b| } ; { |b| } ; {a|b| } ; {a|b|c} ; {a| |c} ; {a|b|c} ; {a|b|c} ; {a| |c} ; {a| | } ; { |b|c} ; { | |c} ; { |b|c} ; { |b| } ; { |b|c} ; {a|b| } ; {a|b| } ; {a|b| } ; {a|b|c} ; { | | } ; { | | } ; {a| |c} ; {a|b|c} ; { |b| } ; {a| | } ; {a|b|c} ; {a| |c} ; {a|b|c} ; {a|b|c} ; {a| | } ; { | | } ; {a|b|c} ; {a|b|c} ; {a|b| } ; {a|b|c} ; { |b| } ; { |b| } ; { | | } ; {a| |c} ; { | | } ; {a| |c} ; { | |c} ; { | | } ; { | | } ; { |b|c} ; { | |c} ; {a| | } ; {a| | } ; { | |c} ; { | | } ; { |b|c} ; {a|b|c} ; {a| | } ; {a| | } ; { |b|c} ; {a| | } ; {a|b|c} ; { |b| } ; {a|b|c} ; { |b| } ; {a|b| } ; { | | } ; { |b| } ; { | |c} ; { | | } ; {a|b| } ; { | | } ; { |b| } ; {a|b|c} ; { |b|c} ; { |b| } ; {a| |c} ; { |b|c} ; {a|b| } ; {a| |c} ; {a| | } ; {a|b|c} ; { |b|c} ; {a| | } ; {a|b|c} ; { | | } ; {a|b| } ; { |b| } ; {a|b| } ; {a| | } ; {a| | } ; {a|b| } ; {a| |c} ; { |b| } ; {a|b| } ; {a| |c}
2 @ 8 @ 9 @ 8 @ 21 @ 4 @ 1 @ 1. @ 1.2 @ 0.23 @ 20 @ 45 @ 21 @ Or (Glob (Var "a"), Glob (Var "b")) @ {a| |c} ; {a| | } ; {a| |c} ; {a| | } ; {a| | } ; {a| |c} ; {a|b|c} ; { |b| } ; { |b|c} ; { | | } ; {a|b|c} ; { | |c} ; { | | } ; { | |c} ; { |b|c} ; { |b|c} ; { | |c} ; { |b| } ; {a|b|c} ; {a|b| } ; {a| |c} ; {a|b| } ; {a|b|c} ; { |b| } ; { | |c} ; {a|b|c} ; { | |c} ; {a|b| } ; {a|b|c} ; {a|b| } ; {a| |c} ; { |b|c} ; { |b|c} ; {a| |c} ; {a|b| } ; {a|b| } ; { | | } ; { | | } ; { | | } ; { | | } ; {a| |c} ; { | | } ; {a|b|c} ; {a|b| } ; { | |c} ; { |b|c} ; { | |c} ; { |b|c} ; {a|b| } ; {a|b| } ; { |b| } ; { |b| } ; {a|b|c} ; {a| | } ; {a| |c} ; {a| |c} ; {a|b|c} ; {a|b|c} ; {a|b| } ; { | | } ; { |b| } ; {a|b| } ; {a|b|c} ; {a| | } ; { |b| } ; {a| |c} ; { | | } ; { | | } ; {a| | } ; {a| | } ; {a| | } ; { | |c} ; { |b|c} ; { |b|c} ; { |b| } ; {a| | } ; { | | } ; { | |c} ; { | |c} ; { |b| } ; { | | } ; { | |c} ; {a| |c} ; { | | } ; { |b|c} ; {a| |c} ; {a| |c} ; {a| | } ; { |b| } ; { | |c} ; { | | } ; {a|b| } ; { | | } ; { | | } ; { | |c} ; { | |c} ; {a|b| } ; { |b|c} ; {a|b|c} ; {a|b|c} ; {a|b|c}
2 @ 7 @ 8 @ 7 @ 18 @ 2 @ 0 @ 1. @ 0.66 @ 0. @ 21 @ 35 @ 21 @ Glob (Neg (Var "c")) @ { |b| } ; {a|b| } ; {a| | } ; {a| | } ; { |b| } ; {a| | } ; {a|b|c} ; { |b| } ; { | |c} ; { | | } ; {a|b| } ; {a| | } ; {a|b| } ; { |b|c} ; { |b| } ; { |b| } ; { | |c} ; { |b|c} ; {a|b|c} ; { | |c} ; { |b|c} ; { | | } ; { |b| } ; { | |c} ; {a|b|c} ; { |b|c} ; { | | } ; {a|b| } ; {a| | } ; { |b| } ; {a| |c} ; {a| | } ; { | | } ; { |b|c} ; { | |c} ; {a| | } ; {a| |c} ; { | |c} ; { | |c} ; { | | } ; {a| | } ; {a| | } ; { |b|c} ; {a|b|c} ; {a|b| } ; { | | } ; { | |c} ; { | |c} ; { |b|c} ; { | |c} ; {a| |c} ; {a|b| } ; {a|b| } ; {a|b|c} ; { | | } ; { | |c} ; { | |c} ; { | | } ; {a| | } ; {a| |c} ; {a| | } ; {a|b|c} ; { | | } ; { |b|c} ; { |b| } ; { |b|c} ; {a|b| } ; { | |c} ; { |b| } ; { |b|c} ; {a| |c} ; { |b|c} ; {a| | } ; {a|b| } ; { |b| } ; { | | } ; {a| | } ; { |b|c} ; {a|b| } ; {a| | } ; {a|b| } ; { |b| } ; { | |c} ; { | | } ; {a| |c} ; { |b|c} ; { |b| } ; { |b| } ; { | |c} ; { |b|c} ; {a| | } ; {a| |c} ; {a|b|c} ; {a| | } ; {a| |c} ; { | | } ; { |b| } ; {a| | } ; { |b|c} ; {a| | } ; {a|b| }
2 @ 7 @ 9 @ 8 @ 18 @ 6 @ 7 @ 1. @ 1.87 @ 2.19 @ 35 @ 91 @ 44 @ Glob (Or (Var "a", Var "b")) @ {a| |c} ; {a|b| } ; { |b|c} ; {a| |c} ; { |b|c} ; { |b|c} ; { | | } ; {a| |c} ; { |b| } ; { | |c} ; {a|b|c} ; { | |c} ; { |b| } ; { | |c} ; { | | } ; {a| |c} ; { | |c} ; {a|b| } ; { | | } ; { | |c} ; { |b| } ; {a|b| } ; {a|b| } ; {a| |c} ; {a| |c} ; { |b|c} ; { |b| } ; { |b| } ; {a|b| } ; { |b| } ; { | | } ; { |b| } ; { | | } ; { | | } ; { |b| } ; { | |c} ; { |b|c} ; { |b|c} ; { | | } ; { |b|c} ; { |b| } ; { |b| } ; { |b|c} ; {a|b| } ; { |b|c} ; { | |c} ; {a| |c} ; {a| |c} ; { |b| } ; {a| |c} ; {a|b|c} ; {a| |c} ; { |b| } ; {a|b| } ; { |b| } ; {a|b|c} ; {a| | } ; { |b| } ; {a| |c} ; {a|b|c} ; { | | } ; { |b| } ; {a| | } ; { | | } ; {a|b|c} ; { | |c} ; {a|b|c} ; { |b|c} ; { |b| } ; { |b| } ; {a|b| } ; {a|b| } ; {a|b| } ; { | | } ; {a| | } ; { |b|c} ; {a| |c} ; {a| |c} ; {a| |c} ; {a|b| } ; {a|b| } ; { | |c} ; {a| |c} ; {a|b|c} ; {a| |c} ; { | | } ; {a|b|c} ; {a|b| } ; { | | } ; { |b| } ; {a| | } ; {a|b| } ; { | |c} ; {a|b| } ; { |b|c} ; { |b|c} ; {a| |c} ; { |b| } ; { |b| } ; {a| |c} ; { | | }
2 @ 15 @ 16 @ 15 @ 42 @ 12 @ 27 @ 1. @ 4.06 @ 4.88 @ 74 @ 258 @ 165 @ Until (Ev (Var "a"), And (Var "c", Var "b")) @ {a|b| } ; { | | } ; {a|b| } ; {a| | } ; { |b| } ; { |b|c} ; { |b| } ; { |b|c} ; { |b| } ; { | | } ; { |b|c} ; { |b|c} ; { |b| } ; { |b| } ; {a|b|c} ; {a| |c} ; { |b| } ; {a| | } ; { | |c} ; { | | } ; {a| |c} ; { |b|c} ; { | |c} ; {a|b| } ; { |b|c} ; { |b| } ; { | | } ; { |b| } ; { |b|c} ; { | |c} ; {a|b|c} ; {a| |c} ; {a| | } ; {a| |c} ; { |b|c} ; {a| |c} ; {a| | } ; { | |c} ; {a|b|c} ; { | | } ; {a|b|c} ; {a|b| } ; { |b|c} ; { |b| } ; { | | } ; { | |c} ; {a|b|c} ; {a| |c} ; { | |c} ; { | | } ; {a| | } ; {a|b|c} ; {a| |c} ; { | |c} ; { |b|c} ; {a| |c} ; {a| |c} ; { | | } ; {a| |c} ; { |b|c} ; { | |c} ; { | |c} ; {a| | } ; { |b| } ; { |b|c} ; { | |c} ; { |b|c} ; {a| | } ; { |b| } ; { |b| } ; {a|b|c} ; { |b|c} ; {a| | } ; { |b|c} ; { |b| } ; { | | } ; { | | } ; {a|b|c} ; { |b|c} ; { | |c} ; { | |c} ; { | | } ; { | | } ; { | | } ; {a| | } ; {a| |c} ; {a|b|c} ; {a| |c} ; { | | } ; {a|b| } ; { | |c} ; {a|b| } ; {a|b| } ; {a|b| } ; { | |c} ; { |b|c} ; {a|b| } ; {a|b|c} ; {a| |c} ; { | |c} ; { | |c}
2 @ 5 @ 7 @ 6 @ 12 @ 4 @ 5 @ 1. @ 1.94 @ 2. @ 25 @ 70 @ 32 @ Glob (Or (Var "a", Var "b")) @ { |b| } ; { |b| } ; {a|b|c} ; {a|b|c} ; { | | } ; {a|b| } ; { | | } ; { |b| } ; {a| | } ; { |b|c} ; { |b| } ; { | | } ; { | | } ; {a| | } ; { | | } ; {a|b|c} ; {a| |c} ; {a| |c} ; { |b| } ; { |b|c} ; { | |c} ; { |b| } ; {a|b| } ; { |b|c} ; {a| |c} ; {a|b|c} ; { |b| } ; { | | } ; { |b|c} ; { |b| } ; { |b| } ; { |b|c} ; {a|b| } ; {a| | } ; { |b| } ; {a|b|c} ; { | | } ; {a| |c} ; { |b|c} ; {a| | } ; {a| |c} ; { | |c} ; { | |c} ; { | | } ; {a| |c} ; {a|b| } ; { | | } ; { |b|c} ; { | | } ; { |b|c} ; { | | } ; { |b|c} ; { | |c} ; { | | } ; { | | } ; { |b|c} ; {a|b| } ; {a|b| } ; { | |c} ; { |b| } ; {a|b| } ; { |b|c} ; { |b| } ; { | | } ; { |b| } ; { |b| } ; { |b|c} ; {a|b| } ; {a| | } ; { | | } ; { | | } ; { | | } ; {a|b| } ; { |b| } ; {a| | } ; { | |c} ; { | | } ; {a|b| } ; { | | } ; { | | } ; {a| |c} ; { | | } ; { | |c} ; { | |c} ; {a| | } ; { |b| } ; {a|b|c} ; {a| | } ; { | | } ; { |b| } ; {a| |c} ; { |b| } ; { | |c} ; {a|b|c} ; { |b| } ; { |b|c} ; {a|b| } ; { | |c} ; {a|b|c} ; {a| | } ; { | | }
2 @ 11 @ 13 @ 12 @ 30 @ 10 @ 11 @ 1. @ 2.02 @ 2.42 @ 55 @ 113 @ 68 @ Ev (And (Var "a", Var "b")) @ { | |c} ; {a| | } ; { |b|c} ; {a| | } ; { |b| } ; { |b| } ; {a| |c} ; { |b| } ; {a| |c} ; { |b| } ; {a|b| } ; { | | } ; { | |c} ; {a| |c} ; {a| | } ; { |b| } ; { | |c} ; { |b|c} ; { |b|c} ; {a| |c} ; {a| |c} ; {a| |c} ; { | |c} ; {a| |c} ; { |b| } ; {a| | } ; {a| |c} ; {a|b| } ; { |b|c} ; { |b| } ; { | |c} ; { |b| } ; {a|b|c} ; {a|b|c} ; { | |c} ; {a| |c} ; { | | } ; { | |c} ; {a| |c} ; { | |c} ; {a|b|c} ; { | | } ; { |b| } ; {a| | } ; { |b| } ; { | |c} ; { | |c} ; {a| | } ; { | |c} ; { |b| } ; { | | } ; { |b| } ; {a|b|c} ; { | | } ; {a| |c} ; { | |c} ; { | |c} ; { |b| } ; {a|b| } ; {a| |c} ; { |b|c} ; {a| | } ; {a| | } ; { |b|c} ; { |b| } ; {a| |c} ; { |b|c} ; { | |c} ; {a| |c} ; { |b| } ; { | | } ; { | | } ; {a|b|c} ; {a|b| } ; {a| |c} ; { | |c} ; {a| |c} ; {a|b| } ; {a|b|c} ; { |b| } ; { | | } ; { | | } ; {a| | } ; { | |c} ; { |b|c} ; { | | } ; { |b| } ; {a| |c} ; { |b| } ; {a|b| } ; {a|b| } ; { | |c} ; { | | } ; { | | } ; {a| |c} ; {a| | } ; {a|b|c} ; { | | } ; { | | } ; { | | } ; { |b|c}
2 @ 6 @ 7 @ 6 @ 15 @ 2 @ 0 @ 1. @ 0.55 @ 0. @ 12 @ 24 @ 12 @ Glob (Var "b") @ {a|b| } ; {a|b| } ; {a|b|c} ; { |b| } ; {a|b| } ; {a| | } ; { | | } ; { |b| } ; {a| | } ; { | | } ; { |b|c} ; {a| |c} ; {a| | } ; {a|b| } ; { | |c} ; { |b| } ; { | | } ; { | |c} ; {a| | } ; { |b|c} ; {a|b|c} ; { | |c} ; { |b|c} ; {a| | } ; { | | } ; { |b| } ; {a|b| } ; {a|b|c} ; {a| |c} ; {a|b|c} ; {a|b|c} ; {a| | } ; { |b| } ; {a|b|c} ; { |b| } ; { | | } ; { | |c} ; { |b| } ; { | |c} ; {a| |c} ; { |b|c} ; {a|b|c} ; { |b|c} ; { |b| } ; { | |c} ; {a| |c} ; {a|b| } ; { | | } ; {a|b| } ; { |b|c} ; { | | } ; { |b|c} ; {a|b|c} ; { |b|c} ; {a| |c} ; {a|b| } ; {a|b|c} ; {a|b|c} ; {a|b| } ; {a| |c} ; {a| |c} ; {a| | } ; {a|b| } ; { |b|c} ; {a| | } ; { | |c} ; { |b|c} ; { | | } ; { | |c} ; {a|b|c} ; {a|b|c} ; { |b|c} ; {a|b|c} ; { |b|c} ; {a|b|c} ; { | | } ; {a|b| } ; {a|b| } ; { |b|c} ; {a|b|c} ; {a| | } ; { |b|c} ; {a|b|c} ; {a| | } ; {a| | } ; {a|b| } ; { |b|c} ; { |b|c} ; {a|b|c} ; { | |c} ; {a| |c} ; {a| | } ; {a|b|c} ; {a| |c} ; {a| |c} ; { | |c} ; {a| | } ; {a| | } ; {a| | } ; { |b|c} ; {a|b|c}
2 @ 5 @ 6 @ 5 @ 12 @ 2 @ 0 @ 1. @ 0.66 @ 0. @ 10 @ 16 @ 10 @ Ev (Var "c") @ { |b| } ; { | | } ; { |b| } ; { |b| } ; {a|b|c} ; { | |c} ; { | |c} ; {a| | } ; {a| |c} ; { |b|c} ; {a|b| } ; { | |c} ; { | |c} ; {a| | } ; {a| |c} ; {a|b| } ; {a|b|c} ; {a|b| } ; { | | } ; { | | } ; { | |c} ; { |b|c} ; { |b| } ; { | | } ; {a|b| } ; {a|b| } ; { |b| } ; {a| | } ; { | | } ; { |b| } ; { |b| } ; { |b| } ; { |b|c} ; { | | } ; {a| | } ; { | |c} ; { | | } ; {a| | } ; { | |c} ; {a|b| } ; {a|b|c} ; { |b| } ; { |b|c} ; { | | } ; {a| |c} ; {a|b| } ; {a|b|c} ; { |b| } ; {a|b|c} ; { | | } ; {a|b| } ; { |b|c} ; { |b|c} ; {a|b|c} ; {a|b| } ; {a| |c} ; { | |c} ; {a|b| } ; {a|b| } ; { | | } ; { | | } ; { |b|c} ; { |b|c} ; {a| |c} ; { |b| } ; { | | } ; { |b| } ; { | |c} ; { | |c} ; { | |c} ; { | |c} ; {a|b|c} ; { | | } ; {a| |c} ; {a| | } ; { |b| } ; { |b| } ; {a| |c} ; {a|b|c} ; {a| |c} ; {a|b| } ; {a| |c} ; { | |c} ; { |b| } ; { | |c} ; {a|b| } ; { | | } ; {a| |c} ; { |b|c} ; {a|b|c} ; { |b| } ; {a| | } ; { |b| } ; { |b|c} ; { | |c} ; { |b|c} ; { |b| } ; {a| | } ; {a|b| } ; {a| |c} ; {a|b|c}
2 @ 7 @ 8 @ 7 @ 18 @ 2 @ 0 @ 1. @ 0.66 @ 0. @ 21 @ 35 @ 21 @ Glob (Neg (Var "a")) @ { |b| } ; { |b| } ; { | |c} ; { |b| } ; { |b| } ; { |b|c} ; {a| |c} ; {a| | } ; {a| | } ; { |b| } ; {a| |c} ; {a|b|c} ; { | | } ; { | |c} ; { | | } ; { | |c} ; { |b| } ; { | |c} ; {a| | } ; {a|b|c} ; { |b|c} ; {a| |c} ; {a|b| } ; {a| |c} ; {a|b|c} ; { |b| } ; {a|b|c} ; {a| | } ; { |b|c} ; {a| |c} ; {a| |c} ; { |b|c} ; { | | } ; {a| |c} ; {a|b|c} ; {a|b| } ; {a|b| } ; {a| | } ; { | | } ; { |b| } ; {a|b|c} ; {a| | } ; { |b| } ; {a|b|c} ; {a|b| } ; {a|b|c} ; {a|b|c} ; { |b| } ; {a|b| } ; { | | } ; {a|b|c} ; { |b|c} ; {a| | } ; {a| | } ; { | |c} ; { |b| } ; { | |c} ; { | |c} ; {a| | } ; {a| |c} ; {a|b| } ; { |b|c} ; { |b|c} ; {a| |c} ; { | |c} ; {a| | } ; {a| |c} ; { |b|c} ; { |b|c} ; {a|b|c} ; {a| |c} ; { | | } ; { |b|c} ; {a|b|c} ; { |b| } ; {a|b| } ; {a| |c} ; { |b|c} ; { |b|c} ; { |b|c} ; { |b|c} ; {a|b|c} ; { |b| } ; {a|b|c} ; {a| | } ; {a|b|c} ; { |b|c} ; {a|b| } ; { |b| } ; { | |c} ; { | | } ; { | |c} ; {a| | } ; {a|b| } ; { | |c} ; {a| |c} ; { | | } ; { | |c} ; { |b|c} ; {a| |c} ; {a|b| }
2 @ 6 @ 8 @ 7 @ 15 @ 5 @ 6 @ 1. @ 1.85 @ 2.11 @ 30 @ 70 @ 38 @ Glob (Or (Var "c", Var "b")) @ { | |c} ; { |b|c} ; {a|b|c} ; {a|b| } ; { |b|c} ; {a| | } ; { | |c} ; { |b|c} ; { |b|c} ; {a|b|c} ; {a|b| } ; { |b| } ; { |b| } ; {a| |c} ; { |b|c} ; {a|b|c} ; {a| |c} ; { |b| } ; { | |c} ; { |b| } ; { |b| } ; {a|b| } ; { | |c} ; { | |c} ; {a| | } ; {a|b|c} ; { | |c} ; { | | } ; { | |c} ; {a| |c} ; {a|b| } ; { |b|c} ; { | |c} ; {a|b| } ; { |b|c} ; { | | } ; {a|b|c} ; {a|b| } ; { | | } ; {a| | } ; {a|b| } ; {a| |c} ; { | |c} ; {a| |c} ; { | |c} ; {a| | } ; { | | } ; { | | } ; {a|b|c} ; { | |c} ; { |b|c} ; {a| | } ; {a| |c} ; { |b|c} ; {a|b| } ; {a|b| } ; { | |c} ; {a|b| } ; {a| |c} ; {a| | } ; { | |c} ; {a|b| } ; {a| | } ; { |b|c} ; { |b|c} ; {a|b| } ; { |b| } ; {a| | } ; { | | } ; {a|b|c} ; {a| |c} ; {a| |c} ; {a| |c} ; {a| | } ; {a| |c} ; { | | } ; { |b|c} ; {a| |c} ; {a| | } ; { | | } ; { |b|c} ; {a|b|c} ; {a| |c} ; { | |c} ; {a| | } ; {a| |c} ; { |b|c} ; { |b|c} ; {a|b|c} ; { | | } ; { | |c} ; {a|b| } ; { | | } ; { | | } ; {a| |c} ; {a| |c} ; { |b| } ; { |b| } ; { | | } ; {a|b| } ; {a| | }
2 @ 9 @ 10 @ 9 @ 24 @ 2 @ 0 @ 1. @ 0.37 @ 0. @ 18 @ 36 @ 18 @ Glob (Var "c") @ { |b|c} ; { | |c} ; {a|b|c} ; { |b|c} ; {a|b|c} ; { |b|c} ; {a| |c} ; { | |c} ; { |b| } ; {a|b| } ; {a|b| } ; { |b|c} ; { | |c} ; {a|b| } ; {a| | } ; { |b|c} ; {a| |c} ; { |b| } ; {a|b|c} ; { |b|c} ; { | | } ; { | | } ; { | | } ; {a|b| } ; {a| | } ; {a| | } ; {a|b|c} ; { | |c} ; { | |c} ; { |b| } ; { |b| } ; { |b|c} ; {a| | } ; { |b| } ; { |b|c} ; {a| | } ; {a| |c} ; {a|b|c} ; { |b| } ; {a|b| } ; { |b| } ; { |b| } ; {a| | } ; {a|b| } ; { |b|c} ; { | | } ; {a|b| } ; { |b|c} ; { |b| } ; { |b|c} ; { | | } ; {a|b| } ; { |b| } ; {a|b|c} ; { |b|c} ; { | | } ; {a|b|c} ; { |b|c} ; {a| | } ; { |b| } ; {a|b| } ; { | | } ; { |b| } ; {a| |c} ; { |b|c} ; {a| |c} ; { |b| } ; {a| |c} ; {a| | } ; { |b| } ; {a| | } ; {a|b|c} ; {a|b| } ; {a| |c} ; { | | } ; {a| |c} ; {a| |c} ; {a|b|c} ; { |b| } ; { | |c} ; {a|b|c} ; { | | } ; {a|b| } ; {a| | } ; {a| | } ; { | |c} ; {a| |c} ; { | | } ; { | |c} ; {a|b| } ; {a|b|c} ; { |b| } ; {a|b| } ; {a|b| } ; { |b|c} ; {a| | } ; { | | } ; {a| |c} ; {a|b| } ; {a| | } ; {a| | }
